"","RECORD_ID","Parcel number","Registered units","TrueRoll unit count"
"28472","001-0144448","DV0034-282",1,NA
"28473","001-0144449","DV1130-854",2,NA
"28474","001-0144450","DV1197-769",1,NA
"28475","001-0144451","DV0336-376",1,NA
"28476","001-0144452","DV1200-823",1,NA
"28477","001-0144453","DV0083-074",1,NA
"28478","001-0144454","DV0090-304",1,NA
"28479","001-0144455","DV0014-108",247,NA
"28480","001-0144456","DV0059-641",1,NA
"28481","001-0144458","DV0067-203",1,NA
"28482","001-0144459","DV0066-803",1,NA
"28483","001-0144460","DV0070-537",1,NA
"28484","001-0144461","DV0056-901",1,NA
"28485","001-0144462","DV0009-455",1,NA
"28486","001-0144463","DV0046-553",1,NA
"28487","001-0144464","DV0016-899",1,NA
"28488","001-0144464","DV0016-899",1,NA
"28489","001-0144465","DV0017-989",4,NA
"28490","001-0144466","DV0094-605",1,NA
"28491","001-0144467","DV0069-047",1,NA
"28492","001-0144468","DV0087-792",1,NA
"28493","001-0144469","DV1124-541",1,NA
"28494","001-0144470","DV0068-043",1,NA
"28495","001-0144471","DV0061-263",1,NA
"28496","001-0144473","NULL-",1,NA
"28497","001-0144474","DV0087-426",1,NA
"28498","001-0144475","DV0026-908",1,NA
"28499","001-0144476","DV0026-119",2,NA
"28500","001-0144477","DV1135-489",1,NA
"28501","001-0144478","DV0041-818",1,NA
"28502","001-0144479","DV0072-622",1,NA
"28503","001-0144480","DV1135-692",1,NA
"28504","001-0144481","DV0036-677",1,NA
"28505","001-0144481","DV0036-677",1,NA
"28506","001-0144482","DV0066-651",1,NA
"28507","001-0144483","DV1143-297",1,NA
"28508","001-0144484","DV0065-498",1,NA
"28509","001-0144485","DV0026-480",1,NA
"28510","001-0144486","DV0024-814",27,NA
"28511","001-0144487","DV1156-626",1,NA
"28512","001-0144490","DV0060-664",2,NA
"28513","001-0144492","NULL-",1,NA
"28514","001-0144493","DV1141-555",1,NA
"28515","001-0144494","DV1172-383",2,NA
"28516","001-0144495","DV1093-405",1,NA
"28517","001-0144496","DV0010-207",2,NA
"28518","001-0144497","DV1158-562",1,NA
"28519","001-0144498","DV0066-251",1,NA
"28520","001-0144499","DV0004-330",56,NA
"28521","001-0144500","DV0094-039",4,NA
"28522","001-0144501","DV0062-119",1,NA
"28523","001-0144502","DV0005-777",1,NA
"28524","001-0144503","DV1101-729",1,NA
"28525","001-0144504","DV0071-957",39,NA
"28526","001-0144505","DV0091-898",1,NA
"28527","001-0144506","DV0070-291",1,NA
"28528","001-0144507","DV1095-286",1,NA
"28529","001-0144508","DV0074-245",1,NA
"28530","001-0144509","DV1178-590",1,NA
"28531","001-0144509","DV1178-590",1,NA
"28532","001-0144510","DV0093-771",1,NA
"28533","001-0144511","DV0066-464",1,NA
"28534","001-0144514","DV1103-244",1,NA
"28535","001-0144515","DV0023-663",1,NA
"28536","001-0144516","DV1134-900",1,NA
"28537","001-0144517","DV0037-127",1,NA
"28538","001-0144518","DV0037-621",1,NA
"28539","001-0144519","DV0035-897",1,NA
"28540","001-0144520","DV1096-543",1,NA
"28541","001-0144521","DV1130-251",1,NA
"28542","001-0144522","DV1162-060",1,NA
"28543","001-0144523","DV0069-285",1,NA
"28544","001-0144524","DV0019-190",1,NA
"28545","001-0144524","DV0019-190",1,NA
"28546","001-0144525","DV0334-620",1,NA
"28547","001-0144526","DV1175-109",1,NA
"28548","001-0144527","DV1129-039",1,NA
"28549","001-0144528","DV1324-016",1,NA
"28550","001-0144529","DV0032-916",1,NA
"28551","001-0144530","DV0089-775",1,NA
"28552","001-0144532","DV1168-063",1,NA
"28553","001-0144533","DV0032-221",6,NA
"28554","001-0144534","DV0060-942",1,NA
"28555","001-0144535","DV0075-328",1,NA
"28556","001-0144536","DV0047-888",1,NA
"28557","001-0144537","DV0087-785",1,NA
"28558","001-0144538","DV0011-937",1,NA
"28559","001-0144539","DV0044-860",1,NA
"28560","001-0144540","DV0341-418",1,NA
"28561","001-0144541","DV0084-727",1,NA
"28562","001-0144542","DV0003-262",1,NA
"28563","001-0144543","DV0004-983",1,NA
"28564","001-0144544","DV1123-825",1,NA
"28565","001-0144545","DV0064-101",3,NA
"28566","001-0144547","DV1159-607",1,NA
"28567","001-0144547","DV1159-607",1,NA
"28568","001-0144548","DV1130-353",1,NA
"28569","001-0144549","DV1209-830",1,NA
"28570","001-0144550","DV1159-059",1,NA
"28571","001-0144551","DV0062-820",1,NA
"28572","001-0144552","DV0087-513",2,NA
"28573","001-0144553","DV0006-136",56,NA
"28574","001-0144554","DV0057-239",1,NA
"28575","001-0144555","DV1139-047",1,NA
"28576","001-0144556","DV0027-649",1,NA
"28577","001-0144558","DV0074-727",1,NA
"28578","001-0144559","DV0014-730",1,NA
"28579","001-0144560","DV0334-997",1,NA
"28580","001-0144560","DV0334-997",1,NA
"28581","001-0144561","DV0338-559",1,NA
"28582","001-0144562","DV0087-669",1,NA
"28583","001-0144564","DV0003-445",1,NA
"28584","001-0144565","DV0017-371",1,NA
"28585","001-0144566","DV1162-604",1,NA
"28586","001-0144567","DV1173-032",1,NA
"28587","001-0144568","DV0068-081",1,NA
"28588","001-0144569","DV0074-468",1,NA
"28589","001-0144570","DV0015-192",1,NA
"28590","001-0144571","DV1130-505",1,NA
"28591","001-0144572","DV1140-334",1,NA
"28592","001-0144573","DV0057-647",1,NA
"28593","001-0144574","DV1183-003",1,NA
"28594","001-0144575","DV1127-769",3,NA
"28595","001-0144576","DV1112-433",1,NA
"28596","001-0144577","DV0047-502",1,NA
"28597","001-0144578","DV0011-684",1,NA
"28598","001-0144579","DV0051-352",1,NA
"28599","001-0144580","DV0011-686",1,NA
"28600","001-0144581","DV0090-455",1,NA
"28601","001-0144582","DV1222-040",1,NA
"28602","001-0144583","DV1148-559",2,NA
"28603","001-0144584","DV0049-283",1,NA
"28604","001-0144585","DV0047-915",1,NA
"28605","001-0144586","DV1217-472",1,NA
"28606","001-0144587","DV0071-053",1,NA
"28607","001-0144588","DV0068-571",1,NA
"28608","001-0144589","DV1219-242",1,NA
"28609","001-0144590","DV0043-713",1,NA
"28610","001-0144591","DV0041-212",1,NA
"28611","001-0144592","DV1123-200",1,NA
"28612","001-0144593","DV1133-923",1,NA
"28613","001-0144595","DV0030-757",1,NA
"28614","001-0144597","DV0079-416",265,NA
"28615","001-0144598","DV0081-059",1,NA
"28616","001-0144599","DV0062-831",1,NA
"28617","001-0144600","DV1181-864",1,NA
"28618","001-0144602","DV0068-921",1,NA
"28619","001-0144603","DV1139-911",8,NA
"28620","001-0144604","DV0085-830",2,NA
"28621","001-0144606","DV0338-558",1,NA
"28622","001-0144607","DV0006-527",5,NA
"28623","001-0144608","DV0095-023",1,NA
"28624","001-0144609","DV0062-162",1,NA
"28625","001-0144610","DV0086-382",1,NA
"28626","001-0144611","DV0064-939",1,NA
"28627","001-0144612","DV0033-110",1,NA
"28628","001-0144613","DV0087-608",1,NA
"28629","001-0144614","DV1215-456",1,NA
"28630","001-0144615","DV0047-594",1,NA
"28631","001-0144616","DV0076-504",1,NA
"28632","001-0144617","DV1194-184",1,NA
"28633","001-0144618","DV0015-810",1,NA
"28634","001-0144619","DV1143-751",1,NA
"28635","001-0144620","DV1221-500",1,NA
"28636","001-0144621","DV1141-854",1,NA
"28637","001-0144622","DV0015-668",1,NA
"28638","001-0144623","DV1107-902",2,NA
"28639","001-0144624","DV0088-948",1,NA
"28640","001-0144625","DV0007-739",1,NA
"28641","001-0144626","DV0017-567",1,NA
"28642","001-0144627","DV0038-085",1,NA
"28643","001-0144630","DV1176-287",1,NA
"28644","001-0144631","DV0011-971",1,NA
"28645","001-0144632","DV0041-728",1,NA
"28646","001-0144633","DV0016-876",1,NA
"28647","001-0144634","DV0056-557",1,NA
"28648","001-0144635","DV0092-698",1,NA
"28649","001-0144636","DV0007-444",1,NA
"28650","001-0144636","DV0007-444",1,NA
"28651","001-0144638","DV1100-265",1,NA
"28652","001-0144639","DV1187-219",1,NA
"28653","001-0144640","DV0089-828",1,NA
"28654","001-0144640","DV0089-828",1,NA
"28655","001-0144641","DV0005-217",1,NA
"28656","001-0144642","DV0086-771",24,NA
"28657","001-0144646","DV1162-702",1,NA
"28658","001-0144647","DV0004-513",1,NA
"28659","001-0144648","DV0017-982",1,NA
"28660","001-0144649","DV1152-187",1,NA
"28661","001-0144650","DV0013-401",1,NA
"28662","001-0144651","DV0066-801",1,NA
"28663","001-0144652","DV1091-369",1,NA
"28664","001-0144653","DV1193-241",1,NA
"28665","001-0144654","DV0032-859",1,NA
"28666","001-0144655","DV0071-992",1,NA
"28667","001-0144656","DV0085-189",1,NA
"28668","001-0144657","DV0031-349",1,NA
"28669","001-0144658","DV1201-654",1,NA
"28670","001-0144659","DV0083-583",1,NA
"28671","001-0144660","DV1150-686",1,NA
"28672","001-0144660","DV1150-686",1,NA
"28673","001-0144661","DV0053-606",1,NA
"28674","001-0144661","DV0053-606",1,NA
"28675","001-0144663","DV0015-426",1,NA
"28676","001-0144664","DV0056-901",1,NA
"28677","001-0144665","DV0012-454",17,NA
"28678","001-0144666","DV0006-166",1,NA
"28679","001-0144667","DV0009-021",4,NA
"28680","001-0144668","DV0087-669",1,NA
"28681","001-0144669","DV0069-072",1,NA
"28682","001-0144669","DV0069-072",1,NA
"28683","001-0144670","DV0084-628",1,NA
"28684","001-0144670","DV0084-628",1,NA
"28685","001-0144671","DV0014-755",1,NA
"28686","001-0144672","DV1190-248",1,NA
"28687","001-0144672","DV1190-248",1,NA
"28688","001-0144673","DV0006-455",1,NA
"28689","001-0144674","DV0083-223",1,NA
"28690","001-0144675","DV0006-174",1,NA
"28691","001-0144676","DV1093-764",2,NA
"28692","001-0144677","DV0052-208",1,NA
"28693","001-0144678","DV0022-817",10,NA
"28694","001-0144679","DV0023-359",8,NA
"28695","001-0144680","DV1134-968",1,NA
"28696","001-0144681","DV1106-489",1,NA
"28697","001-0144682","DV1158-387",1,NA
"28698","001-0144683","DV0032-151",1,NA
"28699","001-0144683","DV0032-151",1,NA
"28700","001-0144684","DV0012-703",1,NA
"28701","001-0144685","DV0015-191",1,NA
"28702","001-0144686","DV0066-946",1,NA
"28703","001-0144687","DV1118-411",1,NA
"28704","001-0144688","DV0003-445",1,NA
"28705","001-0144689","DV0061-609",1,NA
"28706","001-0144689","DV0061-609",1,NA
"28707","001-0144690","DV0028-492",1,NA
"28708","001-0144691","DV0338-558",1,NA
"28709","001-0144692","DV0045-752",1,NA
"28710","001-0144693","DV0070-489",1,NA
"28711","001-0144694","DV0015-190",1,NA
"28712","001-0144695","DV0083-970",52,NA
"28713","001-0144696","DV0070-793",1,NA
"28714","001-0144697","DV0094-355",1,NA
"28715","001-0144698","DV0053-209",2,NA
"28716","001-0144699","DV0068-581",1,NA
"28717","001-0144700","DV0056-093",47,NA
"28718","001-0144701","DV1165-403",1,NA
"28719","001-0144702","DV1093-879",1,NA
"28720","001-0144703","DV0091-474",1,NA
"28721","001-0144703","DV0091-474",1,NA
"28722","001-0144704","DV0086-546",2,NA
"28723","001-0144705","DV1159-172",6,NA
"28724","001-0144706","DV1155-304",1,NA
"28725","001-0144707","DV0052-208",1,NA
"28726","001-0144708","DV0001-256",1,NA
"28727","001-0144709","DV0005-162",1,NA
"28728","001-0144711","DV1194-376",1,NA
"28729","001-0144712","DV1127-064",1,NA
"28730","001-0144713","DV0017-438",2,NA
"28731","001-0144714","DV1092-122",1,NA
"28732","001-0144715","DV1101-546",1,NA
"28733","001-0144716","DV0067-257",1,NA
"28734","001-0144717","DV0005-512",1,NA
"28735","001-0144717","DV0005-512",1,NA
"28736","001-0144718","DV1118-292",1,NA
"28737","001-0144719","DV0085-182",1,NA
"28738","001-0144720","DV0075-260",1,NA
"28739","001-0144722","DV1157-956",1,NA
"28740","001-0144723","DV0008-820",1,NA
"28741","001-0144724","DV0034-974",1,NA
"28742","001-0144725","DV1155-536",1,NA
"28743","001-0144726","DV0092-673",1,NA
"28744","001-0144727","DV0007-603",1,NA
"28745","001-0144728","DV1122-016",1,NA
"28746","001-0144729","DV0045-059",1,NA
"28747","001-0144731","DV0023-350",1,NA
"28748","001-0144732","DV0070-109",1,NA
"28749","001-0144733","DV0016-899",1,NA
"28750","001-0144734","DV0014-755",1,NA
"28751","001-0144735","DV1182-493",1,NA
"28752","001-0144736","DV0065-619",1,NA
"28753","001-0144736","DV0065-619",1,NA
"28754","001-0144737","DV1192-760",2,NA
"28755","001-0144737","DV1192-760",2,NA
"28756","001-0144737","DV1192-760",2,NA
"28757","001-0144738","DV1105-065",1,NA
"28758","001-0144739","DV0043-099",1,NA
"28759","001-0144740","DV1216-019",1,NA
"28760","001-0144741","DV0065-508",1,NA
"28761","001-0144742","DV0006-375",1,NA
"28762","001-0144743","DV0013-318",1,NA
"28763","001-0144744","DV0045-213",1,NA
"28764","001-0144745","DV1203-282",1,NA
"28765","001-0144746","DV0078-423",1,NA
"28766","001-0144747","DV0016-899",1,NA
"28767","001-0144748","DV1098-827",1,NA
"28768","001-0144749","DV1190-971",1,NA
"28769","001-0144750","DV0047-915",1,NA
"28770","001-0144751","DV0081-377",1,NA
"28771","001-0144752","DV0016-876",1,NA
"28772","001-0144753","DV0090-445",1,NA
"28773","001-0144754","DV0335-617",1,NA
"28774","001-0144755","DV0052-208",1,NA
"28775","001-0144755","DV0052-208",1,NA
"28776","001-0144756","DV0034-424",2,NA
"28777","001-0144757","DV0081-115",2,NA
"28778","001-0144758","DV1222-927",1,NA
"28779","001-0144759","DV0012-339",2,NA
"28780","001-0144760","DV0041-237",1,NA
"28781","001-0144761","DV1155-412",1,NA
"28782","001-0144762","DV0090-296",1,NA
"28783","001-0144763","DV0028-691",1,NA
"28784","001-0144764","DV0053-492",1,NA
"28785","001-0144765","DV0056-814",1,NA
"28786","001-0144766","DV0056-071",1,NA
"28787","001-0144767","DV0069-250",1,NA
"28788","001-0144768","DV0041-007",1,NA
"28789","001-0144769","DV0080-568",1,NA
"28790","001-0144770","DV0044-616",1,NA
"28791","001-0144771","DV0031-015",1,NA
"28792","001-0144772","DV0004-089",1,NA
"28793","001-0144773","DV1106-624",1,NA
"28794","001-0144774","DV0056-071",1,NA
"28795","001-0144775","DV0070-408",2,NA
"28796","001-0144776","DV0041-073",2,NA
"28797","001-0144777","DV1221-915",1,NA
"28798","001-0144778","DV0025-482",4,NA
"28799","001-0144779","DV0066-410",1,NA
"28800","001-0144780","DV0038-910",1,NA
"28801","001-0144781","DV1122-015",1,NA
"28802","001-0144782","DV0073-224",1,NA
"28803","001-0144783","DV0010-892",1,NA
"28804","001-0144784","DV0334-619",1,NA
"28805","001-0144784","DV0334-619",1,NA
"28806","001-0144786","DV0014-942",1,NA
"28807","001-0144787","DV0013-958",1,NA
"28808","001-0144788","DV0341-800",1,NA
"28809","001-0144789","DV0086-756",1,NA
"28810","001-0144790","DV0088-631",1,NA
"28811","001-0144791","DV0020-880",1,NA
"28812","001-0144792","DV0059-791",1,NA
"28813","001-0144793","DV0023-666",1,NA
"28814","001-0144794","DV0071-385",1,NA
"28815","001-0144795","DV0074-553",1,NA
"28816","001-0144797","DV1150-309",1,NA
"28817","001-0144798","DV0004-294",1,NA
"28818","001-0144799","DV1165-818",1,NA
"28819","001-0144800","DV0052-210",1,NA
"28820","001-0144801","DV1164-093",1,NA
"28821","001-0144802","DV1158-480",1,NA
"28822","001-0144803","DV0010-092",1,NA
"28823","001-0144804","DV0039-252",1,NA
"28824","001-0144805","DV0018-621",1,NA
"28825","001-0144806","DV0022-706",1,NA
"28826","001-0144807","DV0094-044",1,NA
"28827","001-0144808","DV0072-804",1,NA
"28828","001-0144809","DV1112-290",1,NA
"28829","001-0144810","DV1119-754",1,NA
"28830","001-0144810","DV1119-754",1,NA
"28831","001-0144811","DV0047-916",1,NA
"28832","001-0144812","DV0043-464",1,NA
"28833","001-0144812","DV0043-464",1,NA
"28834","001-0144813","DV0339-398",1,NA
"28835","001-0144814","DV0337-059",1,NA
"28836","001-0144815","DV1131-455",1,NA
"28837","001-0144815","DV1131-455",1,NA
"28838","001-0144816","DV1094-563",1,NA
"28839","001-0144817","DV0061-609",1,NA
"28840","001-0144817","DV0061-609",1,NA
"28841","001-0144818","DV0077-830",1,NA
"28842","001-0144819","DV0056-071",1,NA
"28843","001-0144820","DV0015-377",1,NA
"28844","001-0144821","DV0083-601",1,NA
"28845","001-0144822","DV0083-428",1,NA
"28846","001-0144823","DV0052-208",1,NA
"28847","001-0144824","DV0007-942",1,NA
"28848","001-0144825","DV1154-841",1,NA
"28849","001-0144826","DV0023-537",1,NA
"28850","001-0144827","DV0070-128",1,NA
"28851","001-0144828","DV0005-071",2,NA
"28852","001-0144830","DV0053-297",1,NA
"28853","001-0144831","DV1100-817",1,NA
"28854","001-0144832","DV1173-906",1,NA
"28855","001-0144833","DV0084-434",1,NA
"28856","001-0144834","DV0072-643",1,NA
"28857","001-0144835","DV0075-517",2,NA
"28858","001-0144836","DV0075-486",2,NA
"28859","001-0144837","DV0068-422",1,NA
"28860","001-0144838","DV1104-435",1,NA
"28861","001-0144839","DV0034-982",1,NA
"28862","001-0144840","DV0083-588",1,NA
"28863","001-0144841","DV0015-772",1,NA
"28864","001-0144842","DV0059-738",1,NA
"28865","001-0144843","DV0006-361",1,NA
"28866","001-0144844","DV0003-445",1,NA
"28867","001-0144845","DV0075-480",1,NA
"28868","001-0144846","DV0079-066",1,NA
"28869","001-0144847","DV1195-874",1,NA
"28870","001-0144848","DV0094-620",79,NA
"28871","001-0144849","DV0087-894",65,NA
"28872","001-0144850","DV1111-328",1,NA
"28873","001-0144851","DV0007-738",82,NA
"28874","001-0144852","DV0090-201",94,NA
"28875","001-0144853","DV0005-605",55,NA
"28876","001-0144854","DV0066-672",1,NA
"28877","001-0144855","DV1127-011",1,NA
"28878","001-0144856","DV1186-963",1,NA
"28879","001-0144856","DV1186-963",1,NA
"28880","001-0144857","DV0032-728",1,NA
"28881","001-0144858","DV0055-802",1,NA
"28882","001-0144860","DV0051-046",1,NA
"28883","001-0144860","DV0051-046",1,NA
"28884","001-0144863","DV0001-100",1,NA
"28885","001-0144864","DV0003-445",1,NA
"28886","001-0144865","DV0072-312",1,NA
"28887","001-0144866","DV0089-771",1,NA
"28888","001-0144867","DV0021-238",1,NA
"28889","001-0144868","DV0015-191",1,NA
"28890","001-0144869","DV0017-489",1,NA
"28891","001-0144870","DV1204-733",1,NA
"28892","001-0144871","DV0061-609",1,NA
"28893","001-0144871","DV0061-609",1,NA
"28894","001-0144872","DV0016-899",1,NA
"28895","001-0144873","DV0080-063",1,NA
"28896","001-0144874","DV1210-928",2,NA
"28897","001-0144875","DV0007-739",1,NA
"28898","001-0144876","RW0234-726",1,NA
"28899","001-0144877","DV0084-027",1,NA
"28900","001-0144878","DV0066-429",1,NA
"28901","001-0144879","DV1163-753",1,NA
"28902","001-0144887","DV0046-388",1,NA
"28903","001-0144888","DV1217-271",1,NA
"28904","001-0144889","DV0003-445",1,NA
"28905","001-0144890","DV0085-423",1,NA
"28906","001-0144891","DV1167-991",1,NA
"28907","001-0144892","DV0025-301",1,NA
"28908","001-0144893","DV0022-635",1,NA
"28909","001-0144894","DV0068-422",1,NA
"28910","001-0144895","DV1190-760",1,NA
"28911","001-0144896","DV0076-922",1,NA
"28912","001-0144897","DV0059-061",3,NA
"28913","001-0144898","DV0072-804",1,NA
"28914","001-0144900","DV0086-334",1,NA
"28915","001-0144901","DV0044-641",1,NA
"28916","001-0144902","DV0094-889",1,NA
"28917","001-0144904","DV0017-567",1,NA
"28918","001-0144906","DV1200-066",1,NA
"28919","001-0144909","DV1098-335",1,NA
"28920","001-0144910","DV1212-231",1,NA
"28921","001-0144912","DV1168-984",1,NA
"28922","001-0144913","DV0067-245",1,NA
"28923","001-0144914","DV1197-574",3,NA
"28924","001-0144915","DV0094-024",1,NA
"28925","001-0144915","DV0094-024",1,NA
"28926","001-0144916","DV0056-135",1,NA
"28927","001-0144917","DV0050-298",1,NA
"28928","001-0144918","DV0087-041",1,NA
"28929","001-0144919","DV0010-175",2,NA
"28930","001-0144920","DV0081-536",1,NA
"28931","001-0144922","DV0007-160",39,NA
"28932","001-0144923","DV1199-940",1,NA
"28933","001-0144923","DV1199-940",1,NA
"28934","001-0144924","DV0070-716",1,NA
"28935","001-0144925","DV0054-880",1,NA
"28936","001-0144926","DV0072-377",95,NA
"28937","001-0144927","DV0089-156",113,NA
"28938","001-0144928","DV1127-618",1,NA
"28939","001-0144929","DV1210-791",1,NA
"28940","001-0144930","DV1216-576",1,NA
"28941","001-0144931","DV1101-082",1,NA
"28942","001-0144932","DV1136-521",1,NA
"28943","001-0144933","DV0089-995",1,NA
"28944","001-0144934","DV1113-007",1,NA
"28945","001-0144935","DV0077-928",1,NA
"28946","001-0144936","DV0087-343",1,NA
"28947","001-0144937","DV1102-699",1,NA
"28948","001-0144938","DV0056-034",1,NA
"28949","001-0144939","DV0083-293",1,NA
"28950","001-0144940","DV0066-422",1,NA
"28951","001-0144940","DV0066-422",1,NA
"28952","001-0144941","DV0028-776",1,NA
"28953","001-0144941","DV0028-776",1,NA
"28954","001-0144943","DV0066-560",1,NA
"28955","001-0144944","DV0058-685",2,NA
"28956","001-0144945","DV0020-151",1,NA
"28957","001-0144946","DV0335-539",1,NA
"28958","001-0144947","DV0034-500",1,NA
"28959","001-0144948","DV0342-178",1,NA
"28960","001-0144949","DV0013-391",1,NA
"28961","001-0144950","NULL-",1,NA
"28962","001-0144951","DV0059-293",1,NA
"28963","001-0144952","DV1168-287",1,NA
"28964","001-0144953","DV1126-387",1,NA
"28965","001-0144954","DV0081-058",1,NA
"28966","001-0144955","DV1177-614",1,NA
"28967","001-0144956","DV0017-094",1,NA
"28968","001-0144957","DV1168-061",1,NA
"28969","001-0144958","DV0094-440",1,NA
"28970","001-0144959","DV0094-133",1,NA
"28971","001-0144960","DV1198-276",1,NA
"28972","001-0144961","DV0076-242",1,NA
"28973","001-0144962","DV0031-520",1,NA
"28974","001-0144963","DV0079-139",1,NA
"28975","001-0144964","DV0017-250",1,NA
"28976","001-0144965","DV0014-932",1,NA
"28977","001-0144966","DV0037-699",1,NA
"28978","001-0144970","DV1182-743",1,NA
"28979","001-0144970","DV1182-743",1,NA
"28980","001-0144970","DV1182-743",1,NA
"28981","001-0144970","DV1182-743",1,NA
"28982","001-0144971","DV0017-255",1,NA
"28983","001-0144972","DV0051-672",1,NA
"28984","001-0144973","DV0074-510",1,NA
"28985","001-0144974","DV0013-391",1,NA
"28986","001-0144975","DV0016-905",1,NA
"28987","001-0144976","DV1141-433",1,NA
"28988","001-0144977","DV1205-142",1,NA
"28989","001-0144978","DV1118-501",1,NA
"28990","001-0144979","DV0060-119",1,NA
"28991","001-0144981","DV0088-987",1,NA
"28992","001-0144982","DV0047-980",1,NA
"28993","001-0144983","DV0047-980",1,NA
"28994","001-0144984","DV0047-980",1,NA
"28995","001-0144985","DV1126-862",1,NA
"28996","001-0144985","DV1126-862",1,NA
"28997","001-0144986","DV1133-561",1,NA
"28998","001-0144988","DV1186-056",2,NA
"28999","001-0144989","DV0054-416",2,NA
"29000","001-0144990","DV1193-766",2,NA
"29001","001-0144991","DV1185-375",1,NA
"29002","001-0144992","DV1141-429",1,NA
"29003","001-0144993","DV0071-689",1,NA
"29004","001-0144994","DV0090-171",1,NA
"29005","001-0144995","DV0039-079",1,NA
"29006","001-0144996","DV0011-686",1,NA
"29007","001-0144997","DV0027-816",1,NA
"29008","001-0144998","DV0019-522",1,NA
"29009","001-0144999","DV1095-045",2,NA
"29010","001-0145000","DV0048-607",265,NA
"29011","001-0145001","DV1094-944",1,NA
"29012","001-0145002","DV0020-764",1,NA
"29013","001-0145003","DV0048-776",4,NA
"29014","001-0145003","DV0048-776",4,NA
"29015","001-0145004","DV1222-920",2,NA
"29016","001-0145005","DV0018-303",3,NA
"29017","001-0145006","DV1126-872",1,NA
"29018","001-0145007","DV0016-884",1,NA
"29019","001-0145008","DV0065-072",1,NA
"29020","001-0145008","DV0065-072",1,NA
"29021","001-0145011","DV0012-296",1,NA
"29022","001-0145013","DV0045-046",1,NA
"29023","001-0145013","DV0045-046",1,NA
"29024","001-0145014","DV0030-473",2,NA
"29025","001-0145015","DV1168-848",1,NA
"29026","001-0145016","DV0018-511",1,NA
"29027","001-0145017","DV1147-871",1,NA
"29028","001-0145018","DV1093-792",1,NA
"29029","001-0145019","DV1107-449",1,NA
"29030","001-0145020","DV1110-161",1,NA
"29031","001-0145020","DV1110-161",1,NA
"29032","001-0145021","DV1214-466",1,NA
"29033","001-0145022","DV0080-104",1,NA
"29034","001-0145023","DV0086-104",1,NA
"29035","001-0145024","DV0013-406",1,NA
"29036","001-0145026","DV0016-899",1,NA
"29037","001-0145027","DV1201-257",1,NA
"29038","001-0145028","DV0019-877",1,NA
"29039","001-0145029","DV0017-486",1,NA
"29040","001-0145030","DV1101-257",1,NA
"29041","001-0145031","DV1208-401",1,NA
"29042","001-0145032","DV0052-208",1,NA
"29043","001-0145033","DV1135-144",1,NA
"29044","001-0145034","DV0011-020",2,NA
"29045","001-0145035","DV0004-493",1,NA
"29046","001-0145036","DV1146-097",1,NA
"29047","001-0145037","DV0094-142",2,NA
"29048","001-0145038","DV1106-066",1,NA
"29049","001-0145039","DV0092-650",1,NA
"29050","001-0145040","DV0077-536",1,NA
"29051","001-0145041","DV1145-914",1,NA
"29052","001-0145041","DV1145-914",1,NA
"29053","001-0145042","DV1147-450",3,NA
"29054","001-0145043","DV0010-099",1,NA
"29055","001-0145044","DV0015-191",1,NA
"29056","001-0145045","DV1114-145",1,NA
"29057","001-0145046","DV0335-697",60,NA
"29058","001-0145047","DV1133-096",1,NA
"29059","001-0145048","DV0078-050",1,NA
"29060","001-0145049","DV0084-595",1,NA
"29061","001-0145050","DV1170-510",4,NA
"29062","001-0145051","DV0090-696",1,NA
"29063","001-0145052","DV1197-174",1,NA
"29064","001-0145053","DV1175-383",1,NA
"29065","001-0145054","DV1132-598",1,NA
"29066","001-0145055","DV0081-569",1,NA
"29067","001-0145056","DV1162-929",1,NA
"29068","001-0145057","DV0066-883",1,NA
"29069","001-0145058","DV0005-729",1,NA
"29070","001-0145059","DV0037-388",1,NA
"29071","001-0145060","DV0055-524",1,NA
"29072","001-0145061","DV0047-469",1,NA
"29073","001-0145062","DV0007-247",1,NA
"29074","001-0145063","DV0016-899",1,NA
"29075","001-0145063","DV0016-899",1,NA
"29076","001-0145064","DV0016-905",1,NA
"29077","001-0145065","DV1130-248",1,NA
"29078","001-0145066","DV0025-703",1,NA
"29079","001-0145067","DV0058-277",1,NA
"29080","001-0145068","DV0053-362",1,NA
"29081","001-0145069","DV1162-700",1,NA
"29082","001-0145071","DV0089-370",1,NA
"29083","001-0145072","DV0014-090",1,NA
"29084","001-0145073","DV0083-293",1,NA
"29085","001-0145074","DV0083-407",1,NA
"29086","001-0145075","DV1185-464",1,NA
"29087","001-0145076","DV1213-875",1,NA
"29088","001-0145077","DV0006-142",1,NA
"29089","001-0145078","DV0085-264",2,NA
"29090","001-0145079","DV0005-156",1,NA
"29091","001-0145080","DV0059-735",1,NA
"29092","001-0145081","DV0016-568",1,NA
"29093","001-0145082","DV0066-348",1,NA
"29094","001-0145083","DV0010-640",1,NA
"29095","001-0145084","DV0054-303",1,NA
"29096","001-0145085","DV1216-678",2,NA
"29097","001-0145086","DV1139-944",1,NA
"29098","001-0145087","DV0086-334",1,NA
"29099","001-0145088","DV0068-146",1,NA
"29100","001-0145088","DV0068-146",1,NA
"29101","001-0145089","DV0010-762",1,NA
"29102","001-0145090","DV0089-370",1,NA
"29103","001-0145091","DV0074-778",1,NA
"29104","001-0145092","DV1124-004",1,NA
"29105","001-0145093","DV0070-183",2,NA
"29106","001-0145094","DV0001-948",2,NA
